#Name,Date,Ra,Dec,RaDeg,DecDeg,AlertMag,HistoricMag,HistoricStdDev,Class,PubDate,Comment,TNSid,K_s,lDeg,bDeg,base_gmag,e_gmag,Catalog,Can,Stat
Gaia21bcb,2021-02-26 16:58:45,05:03:47.81,-70:31:17.00,75.94919,-70.52139,15.18,15.63,0.1,-,2021-02-28 08:42:57,~0.4 mag rise in Gaia source,2021dwt,15.107,281.82294,-34.34697,15.328,0.035,APASS,-1.0,0.0
Gaia21bca,2021-02-24 08:06:07,07:25:34.86,02:16:46.49,111.39525,2.27958,17.96,18.41,0.15,-,2021-02-28 08:42:30,"~0.4 mag rise in Gaia, WISE and GALEX source",2021dws,15.316,214.79988,8.6345,18.6853,0.0026,panstarr,-1.0,0.0
Gaia21bbl,2021-02-23 12:50:45,07:20:51.83,34:27:23.44,110.21596,34.45651,17.97,18.68,0.17,-,2021-02-27 11:18:48,"~0.6 mag rise in blue DSS, GALEX and WISE source",2021dvy,15.264,183.81953,20.60663,18.4853,0.017,panstarr,-1.0,0.0
Gaia21bbi,2021-02-22 22:32:15,19:31:02.61,19:14:33.14,292.76086,19.24254,18.88,19.9,0.05,-,2021-02-27 11:14:11,"galactic plane source rises by 1.0 mag, candidate microlensing event",2021dvv,nan,54.48388,0.33182,19.867,nan,refcat2,-1.0,0.0
Gaia21bba,2021-02-21 02:39:09,19:42:52.99,23:40:07.61,295.72081,23.66878,14.42,14.61,0.05,-,2021-02-26 09:38:44,~0.2 mag rise in bright Gaia source in the Galactic plane,2021dvd,11.53,59.69138,0.09247,15.661,0.0026,panstarr,-1.0,0.0
Gaia21baw,2021-02-20 11:17:48,18:48:19.72,-27:23:56.87,282.08218,-27.39913,16.83,17.28,0.14,-,2021-02-25 10:25:28,Gaia source rises by 0.5 mag over 3 years,2021dum,13.848,7.87406,-11.48541,17.8065,0.0071,panstarr,-1.0,0.0
Gaia21bak,2021-02-19 09:27:24,18:39:24.23,-23:36:12.28,279.85096,-23.60341,17.43,17.88,0.14,-,2021-02-24 10:09:29,0.4 mag slow rise in Galactic plane source,2021dtc,14.226,10.47216,-8.03482,18.8266,0.0168,panstarr,-1.0,0.0
Gaia21baj,2021-02-19 02:08:42,20:59:37.74,49:55:55.42,314.90727,49.93206,18.4,18.67,0.04,-,2021-02-24 10:06:51,~0.3 mag rise in Galactic plane source - candidate microlensing event,2021dtb,13.891,89.82846,2.57746,20.8746,0.0196,panstarr,-1.0,0.0
Gaia21azz,2021-02-18 23:21:49,18:20:49.35,-30:18:54.11,275.20564,-30.31503,18.3,19.6,0.1,-,2021-02-23 22:44:46,~1.3 mag rise in Gaia and faint PanSTARRS source,2021dso,nan,2.54732,-7.34435,19.608,nan,refcat2,-1.0,0.0
Gaia21azw,2021-02-19 20:20:19,20:20:56.65,40:23:35.56,305.23604,40.39321,15.27,15.47,0.04,-,2021-02-23 22:42:08,~0.2 mag rise in Gaia source,2021dsl,11.067,78.12167,2.14606,17.5414,0.005,panstarr,-1.0,0.0
Gaia21azu,2021-02-18 13:21:03,03:43:18.19,61:37:16.93,55.82579,61.62137,15.01,16.05,0.2,-,2021-02-22 17:07:55,~1 mag rise in UV source 2MASS J03431818+6137172,2021dou,13.136,141.91664,5.25845,17.0685,0.0091,panstarr,-1.0,0.0
Gaia21azr,2021-02-18 15:32:17,18:20:41.56,-27:21:40.72,275.17318,-27.36131,17.83,18.93,0.03,-,2021-02-22 16:57:26,gal.plane source rises by 1.1 mag,2021dor,nan,5.175,-5.96103,19.8571,0.0322,panstarr,-1.0,0.0
Gaia21azp,2021-02-19 01:54:45,22:12:13.90,61:20:02.18,333.05791,61.33394,17.18,18.42,0.42,-,2021-02-22 16:53:32,~1.5 mag rise in Gaia source,2021doq,14.863,105.00075,4.13448,19.7266,0.062,panstarr,-1.0,0.0
Gaia21azo,2021-02-18 21:13:11,18:55:30.35,-10:50:58.56,283.87647,-10.8496,16.79,17.85,0.02,-,2021-02-22 16:51:54,~1 mag rise in Gaia source,2021dop,15.147,23.70174,-5.8166,18.5738,0.0044,panstarr,-1.0,0.0
Gaia21azi,2021-02-18 06:55:51,05:38:41.33,40:25:13.87,84.67221,40.42052,18.75,19.18,0.06,-,2021-02-22 16:45:41,~0.5 mag rise in Gaia source,2021doj,nan,169.4714,4.82864,19.8386,0.0203,panstarr,-1.0,0.0
Gaia21azh,2021-02-18 11:28:20,18:00:19.65,-35:21:59.26,270.08188,-35.36646,18.72,19.4,0.12,-,2021-02-22 16:44:35,~0.7 mag rise in Gaia source,2021doi,nan,356.01995,-5.93567,19.408,nan,refcat2,-1.0,0.0
Gaia21azb,2021-02-18 10:40:22,19:22:33.35,06:31:07.90,290.63896,6.51886,18.06,18.42,0.03,-,2021-02-22 15:58:41,~0.3 mag rise in Galactic plane source -- candidate microlensing event,2021doc,14.923,42.29788,-3.89468,20.0529,0.0136,panstarr,-1.0,0.0
Gaia21ays,2021-02-18 22:59:04,18:57:20.75,-10:19:59.20,284.33644,-10.33311,15.59,15.87,0.02,-,2021-02-22 12:42:05,~0.3 mag rise in Gaia source,2021dnp,nan,24.36941,-5.99015,15.9148,0.006,panstarr,-1.0,0.0
Gaia21ayr,2021-02-17 17:37:42,17:23:22.19,-41:36:48.71,260.84244,-41.61353,17.97,19.95,0.12,-,2021-02-21 13:16:33,gal.plane source candidate microlensing event rises by 2.0 mag,2021dmn,nan,346.88803,-3.0597,19.954,nan,refcat2,-1.0,0.0
Gaia21ayo,2021-02-17 11:10:18,18:22:37.55,-19:33:12.10,275.65645,-19.55336,16.21,17.96,0.02,-,2021-02-21 13:13:22,red  gal.plane source rises by 1.7 mag,2021dmk,13.089,12.31374,-2.71996,20.4726,0.0193,panstarr,-1.0,0.0
Gaia21ayh,2021-02-18 09:15:47,18:46:29.95,-13:03:51.84,281.6248,-13.0644,17.98,18.64,0.06,-,2021-02-21 13:01:40,"red galactic plane source brightens by 0.6 mag, candidate microlensing event",2021dmd,14.492,20.72143,-4.8411,20.5744,0.0216,panstarr,-1.0,0.0
Gaia21axv,2021-02-18 04:08:45,16:28:12.38,-54:34:00.70,247.05158,-54.56686,11.14,11.46,0.1,-,2021-02-21 12:43:42,"bright blue galactic plane source rises by 0.3 mag, candidate Be-type outburst",2021dlr,11.066,331.05157,-3.99402,11.371,nan,APASS,-1.0,0.0
Gaia21axu,2021-02-17 16:34:51,13:29:39.98,-63:26:40.60,202.41659,-63.44461,17.78,18.07,0.06,-,2021-02-21 12:41:38,~0.2 mag rise in Galactic plane source,2021dlq,nan,307.1892,-0.8893,18.026,nan,refcat2,-1.0,0.0
Gaia21axt,2021-02-17 20:16:12,20:43:37.02,40:11:47.11,310.90427,40.19642,15.27,15.46,0.04,-,2021-02-21 12:39:52,~0.2 mag rise in Galactic plane source,2021dlp,11.698,80.52721,-1.45099,16.7853,0.0011,panstarr,-1.0,0.0
Gaia21axs,2021-02-17 16:36:15,13:18:16.36,-63:24:20.81,199.56815,-63.40578,17.26,17.85,0.14,-,2021-02-21 12:37:08,slow ~0.6 mag rise in red Galactic plane source,2021dlo,12.604,305.92992,-0.69034,17.815,nan,refcat2,-1.0,0.0
Gaia21axr,2021-02-18 09:43:14,17:54:34.88,-36:12:29.41,268.64534,-36.20817,15.45,15.94,0.02,-,2021-02-21 12:33:35,bright bulge source rises by 0.5 mag - candidate microlensing event,2021dln,12.28,354.7063,-5.33792,15.921,nan,refcat2,-1.0,0.0
Gaia21axq,2021-02-17 23:12:18,18:24:53.40,-21:34:04.33,276.22248,-21.56787,17.68,19.78,0.05,-,2021-02-21 12:32:08,gal.plane source candidate microlensing event rises by 2.1 mag,2021dlm,nan,10.77454,-4.12656,21.7926,0.2585,panstarr,-1.0,0.0
Gaia21axp,2021-02-18 04:30:52,14:07:38.86,-64:38:25.66,211.91192,-64.64046,17.31,19.3,0.07,-,2021-02-21 12:28:03,galactic plane source candidate microlensing event rises by 2.0 mag,2021dll,nan,310.97966,-2.96615,19.262,nan,refcat2,-1.0,0.0
